Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Size,Unit Price,Sales,Coffee Type Name,Roast Type Name,Loyalty Card,City,Postcode,Country_cust,Email_cust,Loyalty Card_cust,Email_Missing_Flag,Phone Number,Phone_Missing_Flag,Coffee Type,Size_prod,Unit Price_prod,Profit,Year,Quarter,Month_Num,Month,Day_Name,Week,Is_Weekend,YearMonth,Total_Profit,Profit_Margin_Pct,Price_Bucket,Size_Label,Season,Revenue_Tier
BQI-61647-496,2021-06-13,84340-73931-VV,E-M-1,5,Connor Heaviside,cheaviside6z@rediff.com,United States,1.0,13.75,68.75,Excelsa,Medium,Yes,Phoenix,85099,United States,cheaviside6z@rediff.com,Yes,0,+1 (602) 260-2399,0,Exc,1.0,13.75,1.5125,2021,2,6,June,Sunday,23,True,2021-06,7.5625,11.0,Premium ($10-14),Large,Summer,Top
GGD-38107-641,2021-11-23,99562-88650-YF,L-M-1,4,Leia Kernan,lkernan71@wsj.com,United States,1.0,14.55,58.2,Libriac,Medium,No,Champaign,61825,United States,lkernan71@wsj.com,No,0,+1 (217) 146-0949,0,Lib,1.0,14.55,1.8915000000000002,2021,4,11,November,Tuesday,47,False,2021-11,7.566000000000001,13.0,Luxury (>$14),Large,Autumn,High
LTO-95975-728,2021-10-13,46560-73885-PJ,R-L-0.5,4,Rosaline McLae,rmclae72@dailymotion.com,United Kingdom,0.5,7.169999999999999,28.679999999999996,Robusta,Large,No,Swindon,SN1,United Kingdom,rmclae72@dailymotion.com,No,0,UNKNOWN,1,Rob,0.5,7.169999999999999,0.4301999999999999,2021,4,10,October,Wednesday,41,False,2021-10,1.7207999999999997,6.0,Standard ($7-10),Medium,Autumn,Medium
IGM-84664-265,2021-08-31,80179-44620-WN,R-L-0.5,3,Cleve Blowfelde,cblowfelde73@ustream.tv,United States,0.5,7.169999999999999,21.509999999999998,Robusta,Large,No,Tucson,85715,United States,cblowfelde73@ustream.tv,No,0,+1 (520) 951-0585,0,Rob,0.5,7.169999999999999,0.4301999999999999,2021,3,8,August,Tuesday,35,False,2021-08,1.2905999999999997,6.0,Standard ($7-10),Medium,Summer,Medium
SKO-45740-621,2020-01-16,04666-71569-RI,L-M-0.5,2,Zacharias Kiffe,zkiffe74@cyberchimps.com,United States,0.5,8.73,17.46,Libriac,Medium,Yes,Milwaukee,53205,United States,zkiffe74@cyberchimps.com,Yes,0,+1 (414) 703-7269,0,Lib,0.5,8.73,1.1349,2020,1,1,January,Thursday,3,False,2020-01,2.2698,13.0,Standard ($7-10),Medium,Winter,Medium
FOJ-02234-063,2022-04-25,59081-87231-VP,E-D-2.5,1,Denyse O'Calleran,docalleran75@ucla.edu,United States,2.5,27.945,27.945,Excelsa,Dark,Yes,Pompano Beach,33064,United States,docalleran75@ucla.edu,Yes,0,+1 (954) 368-3867,0,Exc,2.5,27.945,3.07395,2022,2,4,April,Monday,17,False,2022-04,3.07395,11.0,Luxury (>$14),XL,Spring,Medium
MSJ-11909-468,2021-11-13,07878-45872-CC,E-D-2.5,5,Cobby Cromwell,ccromwell76@desdev.cn,United States,2.5,27.945,139.725,Excelsa,Dark,No,Whittier,90610,United States,ccromwell76@desdev.cn,No,0,+1 (562) 516-6052,0,Exc,2.5,27.945,3.07395,2021,4,11,November,Saturday,45,True,2021-11,15.36975,11.0,Luxury (>$14),XL,Autumn,Top
DKB-78053-329,2021-06-08,12444-05174-OO,R-M-0.2,2,Irv Hay,ihay77@lulu.com,United Kingdom,0.2,2.985,5.97,Robusta,Medium,No,Sheffield,S33,United Kingdom,ihay77@lulu.com,No,0,+44 (878) 199-6257,0,Rob,0.2,2.985,0.17909999999999998,2021,2,6,June,Tuesday,23,False,2021-06,0.35819999999999996,6.0,Budget (<$7),Small,Summer,Low
DFZ-45083-941,2020-11-21,34665-62561-AU,R-L-2.5,1,Tani Taffarello,ttaffarello78@sciencedaily.com,United States,2.5,27.484999999999996,27.484999999999996,Robusta,Large,Yes,Saint Louis,63180,United States,ttaffarello78@sciencedaily.com,Yes,0,UNKNOWN,1,Rob,2.5,27.484999999999996,1.6490999999999998,2020,4,11,November,Saturday,47,True,2020-11,1.6490999999999998,6.0,Luxury (>$14),XL,Autumn,Medium
OTA-40969-710,2019-03-14,77877-11993-QH,R-L-1,5,Monique Canty,mcanty79@jigsy.com,United States,1.0,11.95,59.75,Robusta,Large,Yes,Erie,16522,United States,mcanty79@jigsy.com,Yes,0,+1 (814) 215-3753,0,Rob,1.0,11.95,0.717,2019,1,3,March,Thursday,11,False,2019-03,3.585,6.0,Premium ($10-14),Large,Spring,Top
GRH-45571-667,2019-08-16,32291-18308-YZ,E-M-1,3,Javier Kopke,jkopke7a@auda.org.au,United States,1.0,13.75,41.25,Excelsa,Medium,No,Tacoma,98464,United States,jkopke7a@auda.org.au,No,0,+1 (253) 638-4435,0,Exc,1.0,13.75,1.5125,2019,3,8,August,Friday,33,False,2019-08,4.5375,11.0,Premium ($10-14),Large,Summer,High
KIX-93248-135,2020-02-11,36605-83052-WB,A-D-0.5,1,Violette Hellmore,vhellmore7d@bbc.co.uk,United States,0.5,5.97,5.97,Arabica,Dark,Yes,Little Rock,72204,United States,vhellmore7d@bbc.co.uk,Yes,0,+1 (501) 899-4038,0,Ara,0.5,5.97,0.5373,2020,1,2,February,Tuesday,7,False,2020-02,0.5373,9.0,Budget (<$7),Medium,Winter,Low
AXR-10962-010,2021-03-28,53683-35977-KI,E-D-1,2,Myles Seawright,mseawright7e@nbcnews.com,United Kingdom,1.0,12.15,24.3,Excelsa,Dark,No,Newton,NG34,United Kingdom,mseawright7e@nbcnews.com,No,0,+44 (638) 528-2467,0,Exc,1.0,12.15,1.3365,2021,1,3,March,Sunday,12,True,2021-03,2.673,11.0,Premium ($10-14),Large,Spring,Medium
IHS-71573-008,2021-05-08,07972-83134-NM,E-D-0.2,6,Silvana Northeast,snortheast7f@mashable.com,United States,0.2,3.645,21.87,Excelsa,Dark,Yes,Sparks,89436,United States,snortheast7f@mashable.com,Yes,0,+1 (775) 344-1930,0,Exc,0.2,3.645,0.40095000000000003,2021,2,5,May,Saturday,18,True,2021-05,2.4057000000000004,11.0,Budget (<$7),Small,Spring,Medium
QTR-19001-114,2019-11-21,01035-70465-UO,A-D-1,2,Anselma Attwater,aattwater5u@wikia.com,United States,1.0,9.95,19.9,Arabica,Dark,Yes,Charlottesville,22908,United States,aattwater5u@wikia.com,Yes,0,+1 (434) 821-8618,0,Ara,1.0,9.95,0.8954999999999999,2019,4,11,November,Thursday,47,False,2019-11,1.7909999999999997,9.0,Standard ($7-10),Large,Autumn,Medium
WBK-62297-910,2021-05-17,25514-23938-IQ,A-D-0.2,2,Monica Fearon,mfearon7h@reverbnation.com,United States,0.2,2.985,5.97,Arabica,Dark,No,Denton,76210,United States,mfearon7h@reverbnation.com,No,0,+1 (972) 686-6332,0,Ara,0.2,2.985,0.26865,2021,2,5,May,Monday,20,False,2021-05,0.5373,9.0,Budget (<$7),Small,Spring,Low
ESR-66651-814,2020-05-20,76624-72205-CK,A-D-0.2,4,Jasper Sisneros,jsisneros7j@a8.net,United States,0.2,2.985,11.94,Arabica,Dark,Yes,Raleigh,27635,United States,jsisneros7j@a8.net,Yes,0,+1 (919) 448-8909,0,Ara,0.2,2.985,0.26865,2020,2,5,May,Wednesday,21,False,2020-05,1.0746,9.0,Budget (<$7),Small,Spring,Low
CPX-46916-770,2021-08-27,12729-50170-JE,R-L-1,6,Zachariah Carlson,zcarlson7k@bigcartel.com,Ireland,1.0,11.95,71.69999999999999,Robusta,Large,Yes,Shankill,A98,Ireland,zcarlson7k@bigcartel.com,Yes,0,+353 (259) 651-4128,0,Rob,1.0,11.95,0.717,2021,3,8,August,Friday,34,False,2021-08,4.302,6.0,Premium ($10-14),Large,Summer,Top
MDC-03318-645,2022-04-30,43974-44760-QI,A-L-0.2,2,Warner Maddox,wmaddox7l@timesonline.co.uk,United States,0.2,3.885,7.77,Arabica,Large,No,New York City,10105,United States,wmaddox7l@timesonline.co.uk,No,0,+1 (917) 310-4684,0,Ara,0.2,3.885,0.34964999999999996,2022,2,4,April,Saturday,17,True,2022-04,0.6992999999999999,9.0,Budget (<$7),Small,Spring,Low
SFF-86059-407,2020-06-03,30585-48726-BK,A-M-2.5,1,Donnie Hedlestone,dhedlestone7m@craigslist.org,United States,2.5,25.874999999999996,25.874999999999996,Arabica,Medium,No,Stamford,6905,United States,dhedlestone7m@craigslist.org,No,0,+1 (203) 768-3169,0,Ara,2.5,25.874999999999996,2.3287499999999994,2020,2,6,June,Wednesday,23,False,2020-06,2.3287499999999994,9.0,Luxury (>$14),XL,Summer,Medium
SCL-94540-788,2022-06-13,16123-07017-TY,E-L-2.5,6,Teddi Crowthe,tcrowthe7n@europa.eu,United States,2.5,34.154999999999994,204.92999999999995,Excelsa,Large,No,Toledo,43666,United States,tcrowthe7n@europa.eu,No,0,+1 (419) 561-6809,0,Exc,2.5,34.154999999999994,3.7570499999999996,2022,2,6,June,Monday,24,False,2022-06,22.542299999999997,11.0,Luxury (>$14),XL,Summer,Top
HVU-21634-076,2020-06-10,27723-45097-MH,R-L-2.5,4,Dorelia Bury,dbury7o@tinyurl.com,Ireland,2.5,27.484999999999996,109.93999999999998,Robusta,Large,Yes,Castleblayney,A75,Ireland,dbury7o@tinyurl.com,Yes,0,+353 (262) 842-7103,0,Rob,2.5,27.484999999999996,1.6490999999999998,2020,2,6,June,Wednesday,24,False,2020-06,6.596399999999999,6.0,Luxury (>$14),XL,Summer,Top
XUS-73326-418,2020-12-18,37078-56703-AF,E-L-1,6,Gussy Broadbear,gbroadbear7p@omniture.com,United States,1.0,14.85,89.1,Excelsa,Large,No,Columbia,65211,United States,gbroadbear7p@omniture.com,No,0,+1 (573) 758-1104,0,Exc,1.0,14.85,1.6335,2020,4,12,December,Friday,51,False,2020-12,9.801,11.0,Luxury (>$14),Large,Winter,Top
XWD-18933-006,2019-08-31,79420-11075-MY,A-L-0.2,2,Emlynne Palfrey,epalfrey7q@devhub.com,United States,0.2,3.885,7.77,Arabica,Large,Yes,Fort Wayne,46852,United States,epalfrey7q@devhub.com,Yes,0,+1 (260) 500-7893,0,Ara,0.2,3.885,0.34964999999999996,2019,3,8,August,Saturday,35,True,2019-08,0.6992999999999999,9.0,Budget (<$7),Small,Summer,Low
HPD-65272-772,2019-02-25,57504-13456-UO,L-M-2.5,1,Parsifal Metrick,pmetrick7r@rakuten.co.jp,United States,2.5,33.464999999999996,33.464999999999996,Libriac,Medium,Yes,Saint Louis,63143,United States,pmetrick7r@rakuten.co.jp,Yes,0,+1 (314) 572-2164,0,Lib,2.5,33.464999999999996,4.3504499999999995,2019,1,2,February,Monday,9,False,2019-02,4.3504499999999995,13.0,Luxury (>$14),XL,Winter,High
NNH-62058-950,2021-01-14,96112-42558-EA,E-L-1,4,Karlan Karby,kkarby7t@sbwire.com,United States,1.0,14.85,59.4,Excelsa,Large,Yes,Boulder,80305,United States,kkarby7t@sbwire.com,Yes,0,+1 (303) 516-4935,0,Exc,1.0,14.85,1.6335,2021,1,1,January,Thursday,2,False,2021-01,6.534,11.0,Luxury (>$14),Large,Winter,Top
LTD-71429-845,2019-02-24,03157-23165-UB,A-L-0.5,1,Flory Crumpe,fcrumpe7u@ftc.gov,United Kingdom,0.5,7.77,7.77,Arabica,Large,No,Norton,NN11,United Kingdom,fcrumpe7u@ftc.gov,No,0,+44 (564) 507-1056,0,Ara,0.5,7.77,0.6992999999999999,2019,1,2,February,Sunday,8,True,2019-02,0.6992999999999999,9.0,Standard ($7-10),Medium,Winter,Low
MPV-26985-215,2019-06-23,51466-52850-AG,R-D-0.5,1,Amity Chatto,achatto7v@sakura.ne.jp,United Kingdom,0.5,5.369999999999999,5.369999999999999,Robusta,Dark,Yes,Sheffield,S33,United Kingdom,achatto7v@sakura.ne.jp,Yes,0,+44 (522) 740-3583,0,Rob,0.5,5.369999999999999,0.32219999999999993,2019,2,6,June,Sunday,25,True,2019-06,0.32219999999999993,6.0,Budget (<$7),Medium,Summer,Low
EFB-72860-209,2019-10-17,53035-99701-WG,A-M-0.2,4,Byram Mergue,bmergue7y@umn.edu,United States,0.2,3.375,13.5,Arabica,Medium,Yes,Canton,44710,United States,bmergue7y@umn.edu,Yes,0,UNKNOWN,1,Ara,0.2,3.375,0.30374999999999996,2019,4,10,October,Thursday,42,False,2019-10,1.2149999999999999,9.0,Budget (<$7),Small,Autumn,Low
GMM-72397-378,2022-05-16,45899-92796-EI,R-L-0.2,4,Kerr Patise,kpatise7z@jigsy.com,United States,0.2,3.5849999999999995,14.339999999999998,Robusta,Large,No,Boston,2114,United States,kpatise7z@jigsy.com,No,0,+1 (617) 552-8968,0,Rob,0.2,3.5849999999999995,0.21509999999999996,2022,2,5,May,Monday,20,False,2022-05,0.8603999999999998,6.0,Budget (<$7),Small,Spring,Low
XAH-93337-609,2021-10-28,66976-43829-YG,A-D-1,5,Domeniga Duke,dduke82@vkontakte.ru,United States,1.0,9.95,49.75,Arabica,Dark,No,Los Angeles,90071,United States,dduke82@vkontakte.ru,No,0,+1 (626) 268-7265,0,Ara,1.0,9.95,0.8954999999999999,2021,4,10,October,Thursday,43,False,2021-10,4.477499999999999,9.0,Standard ($7-10),Large,Autumn,High
ZDK-84567-102,2021-11-29,58690-31815-VY,A-D-0.5,3,Isidore Hussey,ihussey84@mapy.cz,United States,0.5,5.97,17.91,Arabica,Dark,No,Birmingham,35236,United States,ihussey84@mapy.cz,No,0,UNKNOWN,1,Ara,0.5,5.97,0.5373,2021,4,11,November,Monday,48,False,2021-11,1.6118999999999999,9.0,Budget (<$7),Medium,Autumn,Medium
WAV-38301-984,2021-03-20,62863-81239-DT,A-D-0.5,5,Cassie Pinkerton,cpinkerton85@upenn.edu,United States,0.5,5.97,29.849999999999998,Arabica,Dark,No,Alexandria,22309,United States,cpinkerton85@upenn.edu,No,0,+1 (202) 727-7464,0,Ara,0.5,5.97,0.5373,2021,1,3,March,Saturday,11,True,2021-03,2.6865,9.0,Budget (<$7),Medium,Spring,High
SIB-83254-136,2019-05-12,45315-50206-DK,R-M-0.5,6,Dorian Vizor,dvizor88@furl.net,United States,0.5,5.97,35.82,Robusta,Medium,Yes,Naples,34108,United States,dvizor88@furl.net,Yes,0,+1 (941) 130-0581,0,Rob,0.5,5.97,0.35819999999999996,2019,2,5,May,Sunday,19,True,2019-05,2.1491999999999996,6.0,Budget (<$7),Medium,Spring,High
NOK-50349-551,2021-03-03,09595-95726-OV,R-D-0.5,3,Eddi Sedgebeer,esedgebeer89@oaic.gov.au,United States,0.5,5.369999999999999,16.11,Robusta,Dark,Yes,Miami Beach,33141,United States,esedgebeer89@oaic.gov.au,Yes,0,+1 (305) 898-4252,0,Rob,0.5,5.369999999999999,0.32219999999999993,2021,1,3,March,Wednesday,9,False,2021-03,0.9665999999999998,6.0,Budget (<$7),Medium,Spring,Medium
YIS-96268-844,2020-02-11,60221-67036-TD,E-L-0.2,6,Ken Lestrange,klestrange8a@lulu.com,United States,0.2,4.455,26.73,Excelsa,Large,Yes,Atlanta,30358,United States,klestrange8a@lulu.com,Yes,0,+1 (404) 479-6402,0,Exc,0.2,4.455,0.49005,2020,1,2,February,Tuesday,7,False,2020-02,2.9402999999999997,11.0,Budget (<$7),Small,Winter,Medium
CXI-04933-855,2019-04-27,62923-29397-KX,E-L-2.5,6,Lacee Tanti,ltanti8b@techcrunch.com,United States,2.5,34.154999999999994,204.92999999999995,Excelsa,Large,Yes,Corpus Christi,78405,United States,ltanti8b@techcrunch.com,Yes,0,+1 (361) 383-8015,0,Exc,2.5,34.154999999999994,3.7570499999999996,2019,2,4,April,Saturday,17,True,2019-04,22.542299999999997,11.0,Luxury (>$14),XL,Spring,Top
IZU-90429-382,2022-03-26,33011-52383-BA,A-L-1,3,Arel De Lasci,ade8c@1und1.de,United States,1.0,12.95,38.849999999999994,Arabica,Large,Yes,Honolulu,96835,United States,ade8c@1und1.de,Yes,0,+1 (808) 868-6669,0,Ara,1.0,12.95,1.1655,2022,1,3,March,Saturday,12,True,2022-03,3.4965,9.0,Premium ($10-14),Large,Spring,High
WIT-40912-783,2020-09-28,86768-91598-FA,L-D-0.2,4,Trescha Jedrachowicz,tjedrachowicz8d@acquirethisname.com,United States,0.2,3.885,15.54,Libriac,Dark,Yes,Austin,78737,United States,tjedrachowicz8d@acquirethisname.com,Yes,0,+1 (512) 635-4547,0,Lib,0.2,3.885,0.50505,2020,3,9,September,Monday,40,False,2020-09,2.0202,13.0,Budget (<$7),Small,Autumn,Low
PSD-57291-590,2019-10-24,37191-12203-MX,A-M-0.5,1,Perkin Stonner,pstonner8e@moonfruit.com,United States,0.5,6.75,6.75,Arabica,Medium,No,Baltimore,21290,United States,pstonner8e@moonfruit.com,No,0,+1 (410) 158-5285,0,Ara,0.5,6.75,0.6074999999999999,2019,4,10,October,Thursday,43,False,2019-10,0.6074999999999999,9.0,Budget (<$7),Medium,Autumn,Low
GOI-41472-677,2021-08-04,16545-76328-JY,E-D-2.5,4,Darrin Tingly,dtingly8f@goo.ne.jp,United States,2.5,27.945,111.78,Excelsa,Dark,Yes,Lexington,40596,United States,dtingly8f@goo.ne.jp,Yes,0,UNKNOWN,1,Exc,2.5,27.945,3.07395,2021,3,8,August,Wednesday,31,False,2021-08,12.2958,11.0,Luxury (>$14),XL,Summer,Top
KTX-17944-494,2019-12-29,74330-29286-RO,A-L-0.2,1,Claudetta Rushe,crushe8n@about.me,United States,0.2,3.885,3.885,Arabica,Large,Yes,Charlotte,28299,United States,crushe8n@about.me,Yes,0,+1 (704) 883-8274,0,Ara,0.2,3.885,0.34964999999999996,2019,4,12,December,Sunday,52,True,2019-12,0.34964999999999996,9.0,Budget (<$7),Small,Winter,Low
RDM-99811-230,2019-11-27,22349-47389-GY,L-M-0.2,5,Benn Checci,bchecci8h@usa.gov,United Kingdom,0.2,4.365,21.825000000000003,Libriac,Medium,No,Eaton,DN22,United Kingdom,bchecci8h@usa.gov,No,0,+44 (237) 377-1917,0,Lib,0.2,4.365,0.56745,2019,4,11,November,Wednesday,48,False,2019-11,2.83725,13.0,Budget (<$7),Small,Autumn,Medium
JTU-55897-581,2020-02-29,70290-38099-GB,R-M-0.2,5,Janifer Bagot,jbagot8i@mac.com,United States,0.2,2.985,14.924999999999999,Robusta,Medium,No,Lincoln,68505,United States,jbagot8i@mac.com,No,0,+1 (402) 659-3815,0,Rob,0.2,2.985,0.17909999999999998,2020,1,2,February,Saturday,9,True,2020-02,0.8955,6.0,Budget (<$7),Small,Winter,Low
CRK-07584-240,2021-01-31,18741-72071-PP,A-M-1,3,Ermin Beeble,ebeeble8j@soundcloud.com,United States,1.0,11.25,33.75,Arabica,Medium,Yes,Cincinnati,45254,United States,ebeeble8j@soundcloud.com,Yes,0,+1 (513) 141-9892,0,Ara,1.0,11.25,1.0125,2021,1,1,January,Sunday,4,True,2021-01,3.0374999999999996,9.0,Premium ($10-14),Large,Winter,High
MKE-75518-399,2022-06-17,62588-82624-II,A-M-1,3,Cos Fluin,cfluin8k@flickr.com,United Kingdom,1.0,11.25,33.75,Arabica,Medium,No,Sheffield,S33,United Kingdom,cfluin8k@flickr.com,No,0,UNKNOWN,1,Ara,1.0,11.25,1.0125,2022,2,6,June,Friday,24,False,2022-06,3.0374999999999996,9.0,Premium ($10-14),Large,Summer,High
AEL-51169-725,2020-02-03,37430-29579-HD,L-M-0.2,6,Eveleen Bletsor,ebletsor8l@vinaora.com,United States,0.2,4.365,26.19,Libriac,Medium,Yes,West Hartford,6127,United States,ebletsor8l@vinaora.com,Yes,0,+1 (860) 182-4246,0,Lib,0.2,4.365,0.56745,2020,1,2,February,Monday,6,False,2020-02,3.4047,13.0,Budget (<$7),Small,Winter,Medium
ZGM-83108-823,2022-01-25,84132-22322-QT,E-L-1,1,Paola Brydell,pbrydell8m@bloglovin.com,Ireland,1.0,14.85,14.85,Excelsa,Large,No,Listowel,V31,Ireland,pbrydell8m@bloglovin.com,No,0,+353 (522) 527-0155,0,Exc,1.0,14.85,1.6335,2022,1,1,January,Tuesday,4,False,2022-01,1.6335,11.0,Luxury (>$14),Large,Winter,Low
JBP-78754-392,2020-04-30,74330-29286-RO,E-M-2.5,6,Claudetta Rushe,crushe8n@about.me,United States,2.5,31.624999999999996,189.74999999999997,Excelsa,Medium,Yes,Charlotte,28299,United States,crushe8n@about.me,Yes,0,+1 (704) 883-8274,0,Exc,2.5,31.624999999999996,3.47875,2020,2,4,April,Thursday,18,False,2020-04,20.8725,11.0,Luxury (>$14),XL,Spring,Top
RNH-54912-747,2021-05-01,37445-17791-NQ,R-M-0.5,1,Natka Leethem,nleethem8o@mac.com,United States,0.5,5.97,5.97,Robusta,Medium,Yes,Alexandria,71307,United States,nleethem8o@mac.com,Yes,0,+1 (318) 839-1492,0,Rob,0.5,5.97,0.35819999999999996,2021,2,5,May,Saturday,17,True,2021-05,0.35819999999999996,6.0,Budget (<$7),Medium,Spring,Low
JDS-33440-914,2021-10-28,58511-10548-ZU,R-M-1,3,Ailene Nesfield,anesfield8p@people.com.cn,United Kingdom,1.0,9.95,29.849999999999998,Robusta,Medium,Yes,Belfast,BT2,United Kingdom,anesfield8p@people.com.cn,Yes,0,+44 (418) 372-8139,0,Rob,1.0,9.95,0.597,2021,4,10,October,Thursday,43,False,2021-10,1.791,6.0,Standard ($7-10),Large,Autumn,High
ZGD-94763-868,2019-12-27,53086-67334-KT,E-L-2.5,1,Melli Brockway,mbrockway8r@ibm.com,United States,2.5,34.154999999999994,34.154999999999994,Excelsa,Large,Yes,Des Moines,50369,United States,mbrockway8r@ibm.com,Yes,0,+1 (515) 216-0617,0,Exc,2.5,34.154999999999994,3.7570499999999996,2019,4,12,December,Friday,52,False,2019-12,3.7570499999999996,11.0,Luxury (>$14),XL,Winter,High
CZY-70361-485,2019-06-25,83308-82257-UN,E-L-2.5,6,Nanny Lush,nlush8s@dedecms.com,Ireland,2.5,34.154999999999994,204.92999999999995,Excelsa,Large,No,Ballivor,D17,Ireland,nlush8s@dedecms.com,No,0,+353 (360) 805-4030,0,Exc,2.5,34.154999999999994,3.7570499999999996,2019,2,6,June,Tuesday,26,False,2019-06,22.542299999999997,11.0,Luxury (>$14),XL,Summer,Top
RJR-12175-899,2019-03-02,37274-08534-FM,E-D-0.5,3,Selma McMillian,smcmillian8t@csmonitor.com,United States,0.5,7.29,21.87,Excelsa,Dark,No,Akron,44315,United States,smcmillian8t@csmonitor.com,No,0,+1 (330) 407-0631,0,Exc,0.5,7.29,0.8019000000000001,2019,1,3,March,Saturday,9,True,2019-03,2.4057000000000004,11.0,Standard ($7-10),Medium,Spring,Medium
ELB-07929-407,2022-01-02,54004-04664-AA,A-M-2.5,2,Tess Bennison,tbennison8u@google.cn,United States,2.5,25.874999999999996,51.74999999999999,Arabica,Medium,Yes,West Palm Beach,33405,United States,tbennison8u@google.cn,Yes,0,+1 (561) 413-7904,0,Ara,2.5,25.874999999999996,2.3287499999999994,2022,1,1,January,Sunday,52,True,2022-01,4.657499999999999,9.0,Luxury (>$14),XL,Winter,High
UJQ-54441-340,2019-07-30,26822-19510-SD,E-M-0.2,2,Gabie Tweed,gtweed8v@yolasite.com,United States,0.2,4.125,8.25,Excelsa,Medium,Yes,Fresno,93715,United States,gtweed8v@yolasite.com,Yes,0,UNKNOWN,1,Exc,0.2,4.125,0.45375,2019,3,7,July,Tuesday,31,False,2019-07,0.9075,11.0,Budget (<$7),Small,Summer,Low
UJQ-54441-340,2019-07-30,26822-19510-SD,A-L-0.2,5,Gabie Tweed,gtweed8v@yolasite.com,United States,0.2,3.885,19.424999999999997,Arabica,Large,Yes,Fresno,93715,United States,gtweed8v@yolasite.com,Yes,0,UNKNOWN,1,Ara,0.2,3.885,0.34964999999999996,2019,3,7,July,Tuesday,31,False,2019-07,1.7482499999999999,9.0,Budget (<$7),Small,Summer,Medium
OWY-43108-475,2020-12-05,06432-73165-ML,A-M-0.2,6,Gaile Goggin,ggoggin8x@wix.com,Ireland,0.2,3.375,20.25,Arabica,Medium,Yes,Sandyford,D04,Ireland,ggoggin8x@wix.com,Yes,0,+353 (484) 159-9549,0,Ara,0.2,3.375,0.30374999999999996,2020,4,12,December,Saturday,49,True,2020-12,1.8224999999999998,9.0,Budget (<$7),Small,Winter,Medium
GNO-91911-159,2020-12-17,96503-31833-CW,L-D-0.5,3,Skylar Jeyness,sjeyness8y@biglobe.ne.jp,Ireland,0.5,7.77,23.31,Libriac,Dark,No,Dublin,D04,Ireland,sjeyness8y@biglobe.ne.jp,No,0,+353 (460) 272-4069,0,Lib,0.5,7.77,1.0101,2020,4,12,December,Thursday,51,False,2020-12,3.0303,13.0,Standard ($7-10),Medium,Winter,Medium
CNY-06284-066,2021-06-26,63985-64148-MG,E-D-0.2,5,Donica Bonhome,dbonhome8z@shinystat.com,United States,0.2,3.645,18.225,Excelsa,Dark,Yes,Knoxville,37924,United States,dbonhome8z@shinystat.com,Yes,0,+1 (865) 238-4985,0,Exc,0.2,3.645,0.40095000000000003,2021,2,6,June,Saturday,25,True,2021-06,2.00475,11.0,Budget (<$7),Small,Summer,Medium
IBW-87442-480,2022-07-14,79814-23626-JR,A-L-2.5,1,Trina Le Sarr,tle91@epa.gov,United States,2.5,29.784999999999997,29.784999999999997,Arabica,Large,Yes,San Francisco,94132,United States,tle91@epa.gov,Yes,0,+1 (415) 176-8216,0,Ara,2.5,29.784999999999997,2.6806499999999995,2022,3,7,July,Thursday,28,False,2022-07,2.6806499999999995,9.0,Luxury (>$14),XL,Summer,High
LPS-39089-432,2019-04-24,97655-45555-LI,R-D-1,5,Baudoin Alldridge,balldridge93@yandex.ru,United States,1.0,8.95,44.75,Robusta,Dark,Yes,Brooklyn,11215,United States,balldridge93@yandex.ru,Yes,0,+1 (646) 561-0082,0,Rob,1.0,8.95,0.5369999999999999,2019,2,4,April,Wednesday,17,False,2019-04,2.6849999999999996,6.0,Standard ($7-10),Large,Spring,High
XUR-14132-391,2022-08-08,96836-09258-RI,R-D-0.5,4,Lisa Goodger,lgoodger95@guardian.co.uk,United States,0.5,5.369999999999999,21.479999999999997,Robusta,Dark,Yes,Sacramento,94250,United States,lgoodger95@guardian.co.uk,Yes,0,UNKNOWN,1,Rob,0.5,5.369999999999999,0.32219999999999993,2022,3,8,August,Monday,32,False,2022-08,1.2887999999999997,6.0,Budget (<$7),Medium,Summer,Medium
OVI-27064-381,2019-11-13,37274-08534-FM,R-D-0.5,3,Selma McMillian,smcmillian8t@csmonitor.com,United States,0.5,5.369999999999999,16.11,Robusta,Dark,No,Akron,44315,United States,smcmillian8t@csmonitor.com,No,0,+1 (330) 407-0631,0,Rob,0.5,5.369999999999999,0.32219999999999993,2019,4,11,November,Wednesday,46,False,2019-11,0.9665999999999998,6.0,Budget (<$7),Medium,Autumn,Medium
SHP-17012-870,2020-06-07,69529-07533-CV,R-M-2.5,1,Corine Drewett,cdrewett97@wikipedia.org,United States,2.5,22.884999999999998,22.884999999999998,Robusta,Medium,Yes,Boynton Beach,33436,United States,cdrewett97@wikipedia.org,Yes,0,+1 (561) 651-3098,0,Rob,2.5,22.884999999999998,1.3730999999999998,2020,2,6,June,Sunday,23,True,2020-06,1.3730999999999998,6.0,Luxury (>$14),XL,Summer,Medium
FDY-03414-903,2019-08-12,94840-49457-UD,A-D-0.5,3,Quinn Parsons,qparsons98@blogtalkradio.com,United States,0.5,5.97,17.91,Arabica,Dark,Yes,Los Angeles,90094,United States,qparsons98@blogtalkradio.com,Yes,0,+1 (323) 848-5169,0,Ara,0.5,5.97,0.5373,2019,3,8,August,Monday,33,False,2019-08,1.6118999999999999,9.0,Budget (<$7),Medium,Summer,Medium
